149.78	0.0085744	6.1964	217.95	-9.1522	37.948	8.4026
158.97	1.8239e-06	1.1952	227	-14.833	41.228	0.7075
160.18	6.43e-10	1.5671	66.861	-13.622	4.4926	25.087
167.36	1.3574e-09	1.5575	242.13	-17.525	36.581	-11.356
169.12	1.3712e-06	1.5029	219.48	-15.55	154.38	25.494
173.08	8.6706e-08	3.3589	59.893	-15.169	36.906	-0.91695
176.69	1.666e-07	2.6634	219.64	-10.799	158.38	-9.2621
180.41	5.1458e-08	4.698	216.18	-11.285	145.59	6.2209
184.77	2.0154e-10	1.3745	206.44	-16.3	47.598	-2.2688
188.49	1.0256e-08	5.7808	209.64	-11.913	162.26	7.9707
192.64	3.0885e-06	4.3517	216.01	-14.218	38.112	-1.8423
196.48	1.1221e-10	1.7068	46.171	-19.715	131.88	-1.5019
199.67	7.7388e-09	2.6239	224.51	-16.638	137.68	22.413
203.99	1.1653e-08	0.79405	224.65	-5.9219	17.405	5.5709
208.79	8.6884e-11	0.24652	233.85	-5.9361	155.82	2.9651
213	2.5336e-08	5.9846	209.88	-7.9495	148.89	-1.2303
217.37	2.2573e-10	1.5956	65.152	-16.195	164.7	8.8011
220.69	2.0827e-07	0.91504	225.93	-9.7967	33.957	6.0136
254.98	4.4791e-08	1.1529	207.99	-10.461	26.135	4.8742
258.41	1.6233e-10	2.1258	54.919	-18.259	27.946	1.1415
262.39	1.6663e-07	6.0391	221.24	-10.918	145.72	-3.5512
266.56	1.0201e-08	1.5629	221.63	-11.169	139.69	-1.6533
269.6	5.0503e-11	1.3248	59.998	-20.749	26.427	12.773
276.44	8.0345e-10	6.0516	222.69	-8.7907	30.547	-6.5195
278.89	7.3303e-07	5.2768	217.31	-10.138	34.188	13.133
285.54	5.465e-12	3.1472	46.885	-20.459	150.85	5.6809
290.67	1.3658e-09	2.0078	222.24	-12.405	153.89	-0.25846
298.09	1.0537e-11	4.4879	222.03	-10.916	20.369	-20.259
300.99	3.4936e-12	0.9582	230.8	-12.258	138.65	11.464
306.65	8.6556e-11	2.7499	220.15	-10.564	157.85	-16.478
309.19	2.4604e-13	0.31657	51.052	-16.852	36.862	29.427
317.71	1.0697e-10	3.389	72.383	-15.658	31.877	3.1867
323.37	5.7711e-10	2.1638	224.49	-20.209	33.723	3.6568
329.06	2.0663e-09	4.7845	228.44	-10.245	41.798	4.5981
335.02	8.28e-12	2.9557	38.356	-18.64	26.502	4.8944
341.13	1.7144e-14	5.8608	240	-12.162	8.3188	4.2381
376.95	1.0879e-11	4.6282	230.22	-8.7929	142.91	18.076
379.63	2.1747e-13	4.0105	73.742	-19.603	146.96	31.088
382.84	3.2528e-13	4.4658	49.143	-17.836	141.1	9.9425
386.13	5.6003e-12	0.11683	230.43	-14.672	152.31	-19.163
389.45	4.5085e-13	5.3423	41.035	-15.251	46.714	-1.0362
392.79	3.8303e-13	4.4562	43.933	-21.83	32.125	-1.7068
395.7	1.4523e-14	2.0652	47.89	-17.886	17.533	2.4631
399.21	3.5701e-13	4.3223	238.97	-5.5065	139.72	3.8278
402.53	4.9385e-14	5.3069	56.257	-21.279	141.75	12.197
405.55	5.4831e-09	2.55	210.77	-6.9728	39.558	5.0116
407.66	3.6151e-13	2.8866	229.05	-13.937	51.865	15.881
413.24	4.6881e-14	0.9934	238.77	-11.24	153.54	27.373
416.71	1.6553e-11	1.5366	223.37	-13.271	153.11	32.904
420.29	7.4212e-14	5.7488	240.46	-10.022	154.18	9.4189
423.51	3.8967e-11	4.9712	228.25	-7.9308	33.475	2.5446
427.53	3.3748e-13	1.551	59.719	-16.242	40.956	-1.0945
430.22	1.4109e-09	1.9314	225.99	-11.269	36.629	6.7454
762.59	8.3389e-18	3.5268	51.338	-20.353	22.257	21.281
767.43	1.7214e-16	1.4208	228.88	-13.678	155.61	3.8346
769.86	8.3389e-18	2.5629	52.148	-14.899	124.43	16.804
773.28	8.0962e-15	4.0343	218.94	-9.4291	17.358	9.1968
777.36	8.3389e-18	3.3221	57.031	-18.46	135.45	15.602
781.33	8.3389e-18	5.0382	50.744	-22.299	134.86	6.5219
785.67	5.5575e-15	3.0353	218.44	-12.946	15.645	-3.5781
790.95	8.3389e-18	4.0712	61.91	-17.37	33.383	-15.893
792.41	8.4007e-13	1.3431	226.6	-10.376	40.086	7.0167
797.16	1.089e-15	3.0289	226.42	-7.8577	145.34	9.4988
802.68	2.285e-15	4.49	212.14	-12.757	33.703	-12.026
806.87	8.3389e-18	2.3135	44.26	-18.484	37.934	-12.584
810.39	1.3206e-15	3.8529	210.11	-11.389	30.092	-6.6687
811.07	3.3082e-16	1.2627	228.45	-11.63	27.346	27.785
818.5	8.3389e-18	4.1739	63.022	-19.757	168.66	10.167
822.36	8.3389e-18	2.3031	61.267	-19.303	135.95	3.7564
826.19	8.3389e-18	4.7428	47.289	-19.946	128.12	14.93
830.48	8.3389e-18	0.68048	56.355	-18.705	124.53	14.538
