156.3	0.0064435	1.0605	217.68	-8.7735	37.684	8.7735
159.08	2.3667e-05	1.2133	226.02	-11.024	41.76	1.0057
162.31	4.3587e-10	1.9422	71.541	-16.559	12.503	29.517
165.74	2.705e-10	1.2721	237.89	-12.949	39.326	-16.302
169.3	1.543e-07	1.5352	220.96	-12.763	141.17	24.87
172.97	1.0158e-08	3.339	62.035	-17.726	38.485	-1.0761
176.73	1.1865e-07	2.6701	220.12	-8.9745	147.64	-8.7334
180.55	1.0792e-08	4.7231	217.34	-9.2927	133.77	6.1306
184.44	6.4176e-08	1.3168	210.49	-12.57	46.593	-3.0954
188.39	2.1573e-08	5.7619	212.41	-10.168	152.76	7.5754
192.38	6.3658e-07	4.3071	217.71	-11.007	39.306	-2.4784
196.42	1.9054e-10	1.6974	46.708	-20.417	129.81	-1.4945
200.51	1.2026e-08	2.7721	224.2	-13.953	126.17	22.67
204.63	1.1655e-07	0.90602	224.37	-4.6047	23.112	7.2672
208.79	3.8706e-11	0.24645	232.83	-5.0115	145.82	2.8674
212.98	5.7984e-09	5.9817	211.86	-6.7435	138.97	-1.198
217.21	3.0736e-11	1.5671	59.979	-19.241	154.51	9.433
221.46	7.5886e-06	1.0517	225.4	-7.8369	35.845	7.7149
255.56	5.1126e-06	1.2546	211.34	-8.6548	29.782	6.0013
258.53	7.963e-10	2.1479	55.745	-20.304	29.907	1.2657
262.33	2.0721e-08	6.0283	222.03	-9.5488	137.7	-3.5313
266.51	1.2811e-08	1.5542	222.37	-9.7516	131.59	-1.6686
270.97	1.6191e-09	1.5663	61.476	-23.001	28.564	14.129
275.65	6.5368e-10	5.9119	223.37	-7.2862	33.306	-7.9717
280.51	4.8883e-07	5.5611	218.34	-8.4538	35.767	15.993
285.52	1.2087e-11	3.143	47.243	-20.71	150.23	5.6328
290.67	1.8966e-09	2.0078	222.84	-11.036	147.06	-0.25242
295.94	1.941e-10	4.1095	222.26	-9.1497	24.326	-24.185
301.32	5.9363e-12	1.0177	229.89	-10.948	131.75	11.442
306.81	8.0232e-10	2.7779	220.38	-9.4914	151.69	-15.856
312.39	6.2681e-12	0.87922	51.826	-18.04	37.171	31.462
318.06	7.9844e-12	3.4503	74.325	-16.445	32.351	3.3809
323.81	1.8658e-09	2.2417	224.32	-17.321	35.115	4.3253
329.64	1.3774e-09	4.8864	227.71	-8.8355	42.003	5.4005
335.54	1.0951e-11	3.0465	37.51	-20.045	28.023	5.2512
341.51	1.5258e-13	5.9273	237.63	-10.498	13.083	4.8758
377.31	4.226e-12	4.6911	229.94	-7.9678	136.8	18.044
380	2.5767e-13	4.0754	71.97	-21.783	140.92	33.03
382.99	4.8273e-14	4.493	49.442	-18.054	140.39	9.8911
386.12	3.0599e-12	0.11533	230.16	-13.383	146.65	-18.836
389.33	3.1514e-13	5.3206	40.545	-16.137	46.837	-1.0978
392.6	3.1644e-12	4.4233	44.115	-23.163	32.648	-1.8128
395.93	2.474e-13	2.1058	48.341	-19.049	18.952	2.6139
399.31	6.9914e-14	4.3398	237.88	-5.0019	133.96	3.8399
402.72	1.4467e-13	5.3396	56.303	-21.77	140.39	12.216
406.16	1.7742e-09	2.6578	212.29	-6.1477	40.02	5.7477
409.64	1.964e-12	3.2348	228.39	-12.413	50.87	17.929
413.15	6.924e-14	0.97726	237.57	-10.461	148.86	26.766
416.68	7.3758e-11	1.5304	223.71	-12.219	147.44	32.387
420.23	8.5405e-15	5.7395	239.18	-9.3519	150.11	9.1972
423.81	9.8668e-10	5.0235	227.69	-7.0409	34.582	2.8853
427.41	1.8939e-12	1.5289	60.65	-16.951	40.935	-1.1462
431.02	2.6847e-09	2.0732	226.06	-9.9803	37.781	7.6658
764.6	8.3389e-18	3.8805	51.681	-20.981	22.874	21.912
767.39	1.8104e-16	1.4132	228.6	-13.126	153.35	3.7756
770.66	8.3389e-18	2.7026	52.334	-15.03	123.86	16.801
774.14	7.7872e-15	4.1862	219.26	-8.7834	19.126	9.8323
777.77	8.3389e-18	3.3937	57.22	-18.554	135.11	15.571
781.51	8.3389e-18	5.0698	50.911	-22.45	134.45	6.5095
785.34	5.8698e-15	2.9775	219	-12.078	17.668	-3.8126
789.24	8.3389e-18	3.7715	62.429	-17.97	33.906	-16.444
793.22	7.8755e-13	1.4863	226.39	-9.7369	40.286	7.4937
797.25	9.4194e-16	3.0456	226.46	-7.5076	142.67	9.4537
801.34	3.3311e-15	4.2553	212.89	-11.947	34.345	-12.873
805.48	8.3389e-18	2.0686	44.356	-19.004	38.023	-12.942
809.66	2.2946e-15	3.7261	211.14	-10.711	31.117	-7.1065
813.89	3.2004e-16	1.7583	228.32	-10.873	28.756	29.614
818.15	8.3389e-18	4.1123	64.544	-21.093	165.22	9.7942
822.46	8.3389e-18	2.3203	61.386	-19.558	135.18	3.7631
826.79	8.3389e-18	4.8491	47.424	-20.118	127.59	14.92
831.16	8.3389e-18	0.80088	56.557	-18.837	124.06	14.532
