153.09	0.005066	0.49628	217.81	-8.9589	37.813	8.588
159.02	1.9776e-05	1.2034	226.47	-12.79	41.513	0.8435
161.16	5.2922e-10	1.7407	69.089	-15.045	8.659	27.178
166.62	1.7072e-09	1.4279	239.83	-15.071	38.056	-13.613
169.13	3.3254e-07	1.5046	220.25	-14.112	147.93	25.039
173.03	1.4469e-09	3.3494	60.914	-16.401	37.724	-0.99316
176.73	2.5245e-06	2.6711	219.89	-9.856	153.16	-8.9579
180.46	1.0659e-07	4.7073	216.78	-10.253	139.77	6.143
184.62	1.031e-07	1.3478	208.61	-14.32	47.061	-2.6507
188.42	1.0269e-08	5.7679	211.07	-11.023	157.64	7.7477
192.52	2.7679e-06	4.3311	216.92	-12.51	38.749	-2.1373
196.45	7.9131e-11	1.7022	46.436	-20.06	130.85	-1.4979
200.02	7.7199e-09	2.6869	224.35	-15.253	131.98	22.435
204.29	4.6813e-09	0.84536	224.51	-5.2192	20.438	6.3589
208.78	3.9758e-10	0.24517	233.32	-5.459	150.91	2.9054
212.99	3.4893e-07	5.9837	210.9	-7.3279	144.01	-1.2096
217.27	4.4839e-11	1.5775	62.672	-17.647	159.6	9.0802
221.05	1.4161e-06	0.97894	225.65	-8.7609	34.955	6.8124
255.26	4.6913e-07	1.2007	209.75	-9.5181	28.045	5.4062
258.47	5.7772e-10	2.1365	55.32	-19.258	28.952	1.2019
262.36	1.4335e-08	6.035	221.64	-10.217	141.75	-3.5327
266.54	2.2366e-09	1.5591	222.01	-10.443	135.67	-1.6567
270.27	1.5004e-09	1.4419	60.715	-21.852	27.523	13.433
276.07	5.6599e-09	5.9856	223.04	-8.003	31.99	-7.2077
279.66	3.2149e-07	5.4117	217.85	-9.2554	35.014	14.498
285.53	1.4067e-13	3.145	47.063	-20.584	150.54	5.6567
290.67	2.6163e-10	2.0079	222.55	-11.706	150.52	-0.255
297.07	3.6416e-10	4.3088	222.15	-9.9935	22.425	-22.13
301.14	4.3091e-11	0.98452	230.33	-11.59	135.23	11.433
306.76	1.3636e-09	2.7684	220.26	-10.017	154.82	-16.144
310.77	3.9534e-12	0.59354	51.432	-17.44	37.02	30.434
317.88	2.1655e-10	3.4191	73.345	-16.051	32.12	3.2829
323.58	4.1942e-09	2.201	224.4	-18.709	34.447	3.9772
329.34	3.6748e-09	4.8334	228.06	-9.5145	41.904	4.9832
335.28	5.8315e-12	3.0001	37.941	-19.334	27.278	5.07
341.31	1.981e-13	5.8922	238.77	-11.3	10.784	4.5425
377.1	2.7378e-13	4.6548	230.08	-8.3727	139.88	18.036
379.76	2.572e-13	4.0343	72.872	-20.66	143.93	32.011
382.91	6.707e-14	4.4791	49.292	-17.944	140.75	9.9166
386.15	5.6407e-12	0.12082	230.29	-14.017	149.51	-18.978
389.39	9.3942e-13	5.3316	40.794	-15.688	46.777	-1.0666
392.7	1.7687e-12	4.44	44.022	-22.488	32.391	-1.759
395.81	1.4307e-15	2.0851	48.112	-18.461	18.255	2.5374
399.25	2.5463e-14	4.3301	238.41	-5.2495	136.85	3.829
402.62	2.7962e-14	5.3225	56.279	-21.522	141.08	12.206
405.85	1.1096e-08	2.602	211.55	-6.5471	39.797	5.3678
408.62	1.03e-12	3.0557	228.71	-13.154	51.354	16.874
413.16	1.0377e-15	0.97981	238.16	-10.847	151.23	27.05
416.65	4.3435e-13	1.5256	223.54	-12.738	150.31	32.615
420.25	9.2578e-15	5.7424	239.82	-9.684	152.17	9.3023
423.66	3.7841e-11	4.9965	227.96	-7.4725	34.046	2.7096
427.47	2.4102e-12	1.5401	60.18	-16.594	40.946	-1.1201
430.61	9.3067e-11	1.9999	226.03	-10.604	37.223	7.1912
763.58	8.3389e-18	3.7021	51.508	-20.665	22.569	21.595
767.41	1.7632e-16	1.4166	228.74	-13.4	154.49	3.8043
770.26	8.3389e-18	2.6324	52.241	-14.964	124.14	16.802
773.7	7.9592e-15	4.1085	219.1	-9.1	18.258	9.5088
777.56	8.3389e-18	3.3577	57.125	-18.507	135.28	15.586
781.42	8.3389e-18	5.0539	50.827	-22.374	134.66	6.5156
785.51	5.7501e-15	3.0071	218.73	-12.505	16.673	-3.693
790.1	8.3389e-18	3.9228	62.167	-17.667	33.647	-16.166
792.81	8.1401e-13	1.4135	226.49	-10.051	40.188	7.2514
797.2	1.0121e-15	3.0361	226.44	-7.6812	144.01	9.4738
802.02	2.7912e-15	4.3748	212.52	-12.345	34.03	-12.443
806.18	8.3389e-18	2.1919	44.308	-18.742	37.979	-12.762
810.03	1.7703e-15	3.7906	210.63	-11.045	30.612	-6.8838
812.46	3.256e-16	1.506	228.38	-11.244	28.062	28.686
818.32	8.3389e-18	4.1414	63.766	-20.415	166.96	9.9747
822.41	8.3389e-18	2.3116	61.326	-19.43	135.57	3.7597
826.49	8.3389e-18	4.7956	47.356	-20.032	127.85	14.925
830.82	8.3389e-18	0.74041	56.456	-18.77	124.3	14.535
